,AGE,SEX,CLASS,INCTOT
36131,65,F,lm,62510
61037,21,F,um,12815
44470,44,M,um,100000
147940,28,F,l,0
50102,59,F,um,47005
158445,36,M,w,15000
81433,26,M,lm,69338
138962,42,F,lm,0
47801,53,F,um,52000
41121,50,F,um,30024
129152,85,F,lm,41736
151951,27,F,w,27193
15483,85,M,um,191408
146385,51,M,lm,30614
184518,17,M,l,0
70999,61,M,um,88169
21657,50,F,um,60000
112448,30,M,lm,48000
166802,23,M,l,5547
170073,70,M,l,15001
157925,69,M,l,12779
135572,50,M,l,15056
53669,23,M,um,92001
29107,60,M,um,148416
165325,79,F,w,18564
128716,35,M,w,27000
18690,31,M,um,96780
50275,48,M,um,33600
91072,57,F,lm,256
9422,42,M,lm,30001
53288,66,M,um,75889
165932,26,M,w,0
183780,34,F,l,0
88420,17,M,lm,0
121878,19,F,lm,18000
56139,34,F,lm,21020
39739,30,M,lm,56577
121856,67,M,lm,47000
112826,63,M,lm,38402
11512,55,M,um,135000
17720,52,F,um,142236
11344,41,M,um,120060
63943,31,M,um,42231
2119,34,F,u,97200
21245,51,F,um,1105
21412,59,M,um,135425
33547,69,M,um,108535
71520,24,M,lm,65625
15026,56,F,um,7801
4493,30,F,um,153020
83024,58,F,um,32000
9376,59,M,um,83000
119942,60,M,lm,46161
179337,65,M,l,7205
75354,64,F,um,796
155562,23,F,w,0
93523,19,F,lm,11010
151085,16,F,l,0
160334,76,F,w,21972
65000,28,F,um,36012
108961,46,F,lm,20001
150081,56,M,w,21464
113292,35,M,lm,15000
3103,74,M,u,331683
180386,55,M,l,2155
166437,26,F,l,0
107389,23,F,lm,55050
33331,37,F,um,48000
5397,41,F,um,0
36696,33,F,um,60500
49878,50,M,um,100900
14308,27,M,um,86442
127361,48,F,l,3000
150538,57,F,w,28213
68180,38,M,um,41805
177823,33,F,l,8850
94377,62,M,lm,67421
95693,17,M,lm,148
83160,31,F,um,1800
63105,68,F,um,46025
64099,63,M,um,60890
85383,42,F,um,0
31644,70,M,um,130406
89296,61,M,lm,50002
134785,53,F,lm,25098
16086,25,M,um,55002
52972,44,F,um,44000
76854,36,F,um,18123
129945,26,M,lm,41001
157343,34,F,w,0
96232,39,F,lm,39760
49593,46,M,um,85019
51755,66,M,um,101170
2473,45,F,u,36002
183837,22,F,l,0
14710,26,M,um,0
21701,49,F,um,17246
106001,49,F,lm,25003
159436,24,M,w,20000
169649,61,F,l,1
2730,47,F,um,203577
25753,45,M,l,10760
134759,27,F,l,13104
24195,65,F,um,15189
109862,35,F,lm,10100
34436,52,M,um,136601
111114,64,M,lm,40075
83450,74,F,um,11162
38825,46,M,um,100250
65098,61,F,um,30261
165054,31,F,w,18834
192,50,M,u,1129694
22200,41,M,um,115058
122263,80,F,lm,0
60597,38,F,um,87600
59696,53,F,um,35000
43027,37,M,um,76347
12036,60,M,um,200010
52316,18,M,um,23826
102878,29,M,w,25000
78830,37,F,um,3
141554,16,M,lm,0
98446,19,F,w,28000
169809,22,M,l,15200
3352,17,M,um,0
166676,29,M,w,17745
139229,72,F,lm,35037
43994,16,M,um,0
11603,56,M,um,139331
119226,23,M,lm,28000
33869,57,F,um,8089
163622,28,M,w,20000
15405,45,M,um,72000
146127,49,F,lm,30000
98458,48,F,lm,12191
155148,63,M,w,8
148583,69,F,w,16862
68914,46,F,um,45032
120996,75,F,lm,47791
175748,71,M,l,1224
17587,17,F,um,10000
15571,18,M,um,4
71078,53,M,um,48067
24254,17,F,um,0
161558,17,F,w,0
24067,35,F,um,60000
87367,15,M,lm,0
30333,31,F,um,70150
94798,50,M,lm,54003
126636,62,F,lm,43500
55984,55,F,um,75000
171859,47,F,l,13000
65107,31,M,um,49600
116199,70,F,lm,47383
133800,31,M,lm,38943
165891,66,M,w,18059
35094,19,F,um,20000
93294,38,F,lm,22405
19770,51,F,um,23500
141620,40,M,lm,34000
65152,28,M,um,32820
172228,62,F,l,13503
49599,63,M,um,60008
32656,18,F,um,0
1949,61,M,u,100000
183740,35,M,l,0
131188,62,F,lm,40076
9849,39,F,um,151615
141303,29,F,lm,10
65431,50,F,um,0
12410,20,M,w,26501
24239,21,M,um,8647
69089,49,F,um,25000
98374,52,F,lm,46860
83918,34,M,um,26005
72079,35,M,lm,47000
55250,56,M,um,36887
100695,31,M,lm,17000
54444,54,M,um,57017
18008,52,M,um,80329
74866,36,M,um,45205
147423,30,F,lm,30002
149421,27,M,w,29015
150790,53,M,w,28008
126835,61,F,lm,36000
24623,49,F,um,74131
67657,37,M,um,15362
93688,61,F,lm,0
104353,66,F,lm,60000
91060,50,M,lm,70020
140361,61,M,lm,34920
166611,85,F,w,0
176275,85,F,l,10055
95146,20,M,w,18012
7196,23,M,um,45000
7224,29,F,um,100986
77898,24,F,um,31000
27202,22,M,um,5002
126277,85,F,lm,8775
176002,52,M,l,10259
147087,79,F,lm,9659
60617,55,F,um,51663
7786,45,F,um,24
77520,22,F,um,0
175510,37,M,l,10763
114080,53,F,lm,2025
98671,51,M,lm,64005
23305,34,F,um,61550
81242,38,M,um,38016
133446,16,F,lm,0
61122,30,M,um,55000
172149,79,F,l,13583
182191,48,F,l,0
67336,31,F,um,35000
71850,51,F,w,29234
46912,63,F,lm,54844
61438,61,M,um,90000
180235,30,F,l,5850
181828,20,M,l,0
89011,61,F,lm,35000
137641,15,M,lm,4
33419,28,M,um,109012
98778,56,F,lm,45000
117524,16,F,lm,0
85586,26,M,lm,75000
36363,17,M,l,0
63530,30,M,um,96000
88556,56,F,lm,21005
152079,52,F,w,27060
119169,54,M,lm,19000
83962,35,F,um,35002
18919,45,F,um,32000
53564,44,F,um,27000
12952,53,M,um,136373
81195,64,F,um,26259
132761,71,M,lm,36840
100021,38,F,lm,1950
34013,20,F,um,14105
133393,53,M,lm,39045
8367,56,M,um,57885
10407,23,M,um,14000
98044,57,F,lm,64669
150364,36,F,w,5400
131386,15,F,lm,0
179136,53,F,l,7560
172702,53,M,l,13177
109903,80,M,lm,33263
98137,29,M,lm,52055
3096,20,M,u,1504
120429,49,F,lm,2
104998,70,M,lm,36781
111132,78,F,lm,6829
50696,35,M,um,110600
114052,42,F,lm,18
140577,85,F,lm,12520
118309,40,M,lm,26000
51093,32,F,um,50
150664,63,F,w,28087
121195,30,F,lm,2501
102226,65,F,w,0
71500,65,F,um,10028
146138,75,M,lm,30810
96797,50,F,lm,40000
149219,63,F,w,130
167014,85,M,w,17402
119192,18,F,lm,0
103736,57,F,lm,48703
167008,67,F,w,17403
126695,78,M,lm,40154
100100,64,F,lm,50965
41011,71,F,um,67406
80790,28,M,um,39000
75921,51,M,um,52270
138545,71,M,lm,35641
181207,20,M,l,1002
100164,62,M,lm,5922
62518,66,M,um,63005
89734,46,F,lm,22002
99355,35,F,lm,32400
164701,35,M,w,19003
86766,57,M,lm,37000
69869,79,F,um,89459
119343,62,M,lm,23522
35379,38,M,um,30000
172809,79,F,l,13020
30545,59,M,um,73004
92573,26,M,lm,69021
45390,28,F,um,71110
38305,48,M,um,124163
135024,52,F,lm,38002
135717,57,F,lm,37515
3624,16,M,um,2000
162120,85,M,w,20513
172209,44,M,l,0
17623,41,F,l,15000
47575,21,M,um,35001
61039,26,M,um,99036
158196,22,M,l,8500
99568,16,M,lm,0
19699,39,F,um,99000
64655,15,M,um,0
142057,85,F,lm,33651
157332,63,F,w,14400
3078,25,F,um,124483
127247,37,F,lm,43003
154689,58,F,w,24000
111370,52,M,lm,52112
28434,50,M,um,40000
156818,32,F,w,180
94610,23,F,lm,22000
49326,40,M,um,57002
46214,44,M,um,80930
68461,62,F,um,16282
148265,33,F,w,0
99574,58,F,lm,18063
10196,32,F,um,0
133943,69,F,lm,38809
65946,45,F,um,40000
157122,42,M,w,24001
29987,51,F,um,16200
126215,15,M,w,0
20450,79,F,um,16585
22668,18,M,um,4000
8673,62,F,um,28502
24070,53,M,um,90000
74856,29,F,um,43006
69063,31,F,um,10
35329,50,F,lm,50005
142886,27,F,lm,33000
86308,46,M,lm,63000
52039,44,M,um,83139
177580,63,M,l,8400
119441,21,M,w,24502
151053,42,M,l,0
17888,49,F,um,35017
56631,37,F,um,53433
72405,80,F,um,86579
131812,62,F,lm,0
648,46,M,u,791000
16877,65,M,um,160005
94510,49,M,lm,37247
96900,33,F,lm,70
133038,25,M,lm,25000
123922,71,F,lm,120
131070,72,M,lm,27941
55326,51,F,um,0
165167,80,M,w,18708
46683,66,M,um,66010
22532,33,F,um,1760
41380,38,F,um,90068
61760,39,M,um,43006
101060,23,F,w,20000
172543,70,F,l,13248
33212,45,F,um,113511
131247,54,F,lm,25
11747,59,M,um,98067
55612,70,M,um,57000
33203,23,F,um,14510
184575,53,M,l,0
38995,46,F,um,28003
55912,64,F,um,104309
93290,41,F,lm,38000
17285,40,M,um,79940
125868,70,F,lm,12096
27717,36,F,um,47965
47716,30,F,um,114999
126839,64,F,lm,0
129318,80,F,lm,7835
93709,55,M,lm,15003
38927,44,M,lm,53075
83993,31,M,um,35001
106051,75,M,lm,36898
172100,45,F,l,9048
32015,46,M,um,120003
10518,52,F,um,122211
49652,50,F,um,42005
1703,54,F,u,55000
28849,63,F,um,67001
46748,35,M,um,66502
7756,15,F,um,0
152387,41,F,w,17000
84895,55,F,um,35194
65132,59,F,um,30000
176409,32,M,l,10000
74376,16,M,um,267
181621,48,F,l,3036
138450,63,M,lm,18684
71495,41,M,um,79900
70477,18,M,um,1520
99686,25,M,lm,48029
86644,30,F,lm,45000
126381,85,M,lm,33026
25742,49,F,um,90500
159184,54,F,w,2700
141463,35,M,w,28000
113341,66,M,lm,12359
60156,41,M,um,100000
99008,56,F,lm,41017
139131,25,F,lm,51
13485,49,F,um,42868
164261,39,M,l,14400
94789,35,M,lm,35002
119357,61,F,lm,27645
185350,33,M,l,0
125255,52,F,lm,34000
118810,68,F,lm,44411
94256,45,F,l,7556
69453,34,M,um,45000
86771,54,M,lm,50000
38470,63,M,w,0
41340,57,F,um,51034
183535,23,F,l,0
16883,67,M,um,119910
177502,69,F,l,9116
166486,85,M,w,9659
38236,62,M,um,83266
69078,29,M,um,52010
107236,35,F,w,23016
102178,25,F,lm,60000
83889,16,M,um,0
83684,22,M,um,76201
129142,41,M,lm,12001
25387,24,M,um,2200
136788,20,M,w,22001
161733,66,M,w,18618
93511,46,F,lm,0
29041,35,F,um,33030
67377,56,M,um,71654
120420,24,M,lm,48002
14453,62,M,um,52084
54173,54,F,um,106355
132154,45,M,lm,24000
182910,42,F,l,0
18024,46,F,um,75006
116273,35,F,lm,23000
65351,50,F,um,26020
52788,80,M,um,64879
79718,48,F,um,50000
181558,23,F,l,3249
181920,34,F,l,2432
21903,60,M,um,92145
21460,58,F,um,37500
99513,30,M,lm,20000
152669,65,F,w,26832
37102,23,F,um,350
182568,33,F,l,1160
13546,75,M,um,190800
181033,64,F,l,2544
94794,46,F,lm,18002
96821,49,M,lm,65188
24531,43,M,um,81121
75989,24,F,um,0
18652,28,F,um,28000
50469,29,F,um,48000
85587,36,M,lm,75000
38795,18,M,um,8300
97436,33,M,lm,65000
121468,33,F,lm,27159
34944,51,F,um,57006
70236,18,F,um,0
34017,51,M,um,80277
9022,49,M,um,100000
805,16,F,u,0
42771,64,F,um,66939
75777,24,F,w,27001
106756,26,M,lm,40000
70023,85,F,um,19259
118834,46,F,w,28300
42991,59,M,um,29196
87946,27,M,w,18000
122333,40,F,lm,34060
41424,17,M,um,0
54027,58,F,um,50020
83170,50,F,um,18900
13187,51,F,um,93500
30487,44,F,um,70025
124046,17,M,lm,0
5763,51,M,um,118075
118976,27,F,lm,25000
146915,33,M,lm,30166
107075,63,F,lm,52100
111837,20,F,lm,0
148675,19,M,w,0
16867,30,M,um,60110
151935,37,M,w,27200
114244,49,F,lm,52002
60928,25,F,um,44100
68663,44,M,um,90232
23777,40,M,um,150000
126559,60,M,lm,43606
110471,16,M,lm,0
141407,22,M,lm,34002
34306,75,F,l,6569
173896,32,M,l,0
28320,45,F,um,150008
15163,44,M,um,112155
57037,38,F,um,71002
169834,54,F,l,4200
4970,57,M,um,119883
25308,16,M,um,0
22208,55,M,um,65000
82557,70,M,um,77262
66242,23,F,l,5000
50255,19,M,um,25000
97067,35,F,lm,65045
148740,16,F,w,0
49207,17,F,um,2300
87851,23,F,l,11002
137356,73,M,lm,36354
170756,79,M,l,14880
77626,33,M,um,78001
142615,54,M,lm,0
100217,68,F,lm,45082
165364,55,F,w,8698
118522,20,F,l,2400
126035,40,F,lm,2
41043,54,F,um,32559
48799,76,F,um,113140
9711,35,F,um,150000
56438,70,M,um,0
109382,51,F,lm,20336
36887,55,F,um,24000
58974,45,F,um,51270
93886,37,M,lm,40000
179349,60,F,l,7200
52082,46,F,um,42413
31756,63,F,lm,0
110132,52,M,lm,35000
73404,18,F,um,0
172353,80,M,l,13344
27896,51,F,um,1300
75101,45,F,um,44002
167733,65,F,w,16880
169367,42,M,l,15600
134217,39,M,lm,7001
182484,73,F,l,1370
24015,58,M,um,160001
127621,42,F,lm,25011
11114,17,F,um,2
184275,35,M,l,0
177451,47,F,l,9180
131646,35,M,lm,30001
55750,55,M,um,60900
93325,66,M,l,12001
184463,25,M,l,0
144654,33,F,w,27401
152394,24,F,w,27000
104908,23,M,lm,24000
72873,37,M,um,86011
149104,80,F,w,29372
40373,16,M,um,0
100793,53,M,lm,38032
165848,70,F,w,18085
60681,35,M,um,23800
22520,60,F,um,70010
25702,45,M,um,139246
61958,29,F,lm,22800
131231,54,F,w,200
167295,48,M,w,17124
22455,55,M,um,100110
122269,46,F,lm,15600
182741,19,M,l,0
115631,62,M,lm,37502
132807,80,F,lm,21487
147964,46,M,w,29000
13698,45,F,um,100541
52421,31,F,um,11600
16306,30,F,lm,67303
150920,34,F,w,28000
50938,21,M,lm,36000
27505,52,F,um,101025
119048,23,M,w,20000
38176,76,M,um,7248
127486,17,M,lm,0
67699,72,F,um,40848
125467,47,F,lm,44523
70974,33,F,um,42100
141311,48,M,lm,0
172306,62,M,l,0
120300,85,F,lm,28021
130747,24,M,lm,40003
165483,20,F,w,5000
88519,34,M,lm,52075
165950,34,M,w,18012
30078,31,M,um,55000
35163,51,F,um,70151
149243,26,F,l,3000
107449,61,M,lm,57182
79799,19,F,um,0
159127,51,F,w,17584
96452,45,M,w,20000
146348,34,M,lm,26000
113844,55,M,lm,45000
79378,52,M,um,40017
97819,76,F,lm,64960
9967,45,F,um,52000
70695,38,M,um,85009
66265,49,F,um,93003
37434,71,M,um,90681
51776,20,F,um,0
126841,80,F,lm,8443
184412,44,F,l,0
63121,50,F,um,3100
55244,44,F,um,21097
10905,28,M,lm,32010
85296,32,F,um,35001
49316,36,M,lm,60200
184812,54,M,l,0
43554,59,M,um,90084
33641,52,F,um,63310
42107,36,F,um,53000
150468,15,F,w,0
43294,46,M,um,100258
49536,47,M,um,94025
143418,69,M,lm,32563
59315,30,F,um,161
88621,34,M,lm,38000
71798,46,M,um,0
74977,22,M,um,4002
7980,16,F,um,32
100592,35,F,lm,50800
113036,15,F,lm,0
112127,16,F,lm,0
127459,15,M,w,0
114455,42,M,lm,30000
16319,71,M,um,168665
104532,52,F,lm,0
16485,26,F,um,30050
145364,64,F,lm,14486
121242,30,M,lm,47470
108566,49,F,lm,2860
150814,62,M,w,28003
145344,18,F,lm,0
10704,60,M,um,225
13520,45,F,um,505
161086,70,M,w,21248
114472,45,F,l,0
105549,52,F,lm,59000
120331,46,M,l,0
169985,29,F,l,4
171842,68,F,l,13917
32759,29,F,um,42000
63168,56,M,um,60700
23037,28,F,um,15400
133110,53,F,lm,11317
112025,72,M,lm,33848
33550,18,M,um,8000
28382,30,M,lm,50000
151002,43,F,w,0
144140,29,F,lm,32001
62448,45,F,um,20
68080,17,F,um,0
47784,76,F,um,22979
144613,15,F,lm,0
110171,30,F,lm,27001
177277,71,F,l,9419
47545,42,M,um,60005
27458,24,F,um,27000
135349,22,F,l,3600
52643,37,F,lm,65894
171576,39,F,l,14033
174701,30,F,l,11510
143047,15,M,l,0
132445,54,F,lm,6000
24466,44,M,um,79690
106037,15,M,lm,2
34315,69,M,um,122478
157155,52,F,w,24000
124024,80,M,lm,35249
70755,38,M,um,81963
99364,21,F,lm,7400
46886,53,F,um,39366
136504,52,M,lm,0
130730,17,M,lm,0
44922,65,F,lm,6348
59663,21,F,um,2500
22801,51,M,um,118120
63379,29,F,um,36002
66041,39,M,lm,48000
2949,41,M,u,150002
140030,66,F,lm,0
64983,54,M,um,42000
98798,25,M,l,15000
176545,26,F,l,0
54940,48,F,w,18000
26592,36,M,um,88121
107866,21,M,lm,25000
75720,32,F,um,40050
114342,51,M,lm,28000
148364,29,M,w,30000
43723,43,F,um,40164
93101,77,F,lm,2460
135002,44,F,l,0
87203,62,M,lm,30428
65122,16,F,um,0
79812,27,M,um,60000
88953,30,M,lm,40000
22981,34,F,lm,8484
183576,47,M,l,0
92712,37,M,lm,29000
83200,37,M,um,51804
169645,63,F,l,8796
98022,74,F,lm,64664
26111,22,M,um,50058
180824,37,M,l,5000
1526,44,F,u,28000
25584,53,F,um,29034
51026,66,F,um,15850
19536,44,M,um,110300
110756,44,F,lm,0
134012,65,F,lm,12000
176845,28,F,l,5000
146190,30,F,w,30000
169208,64,M,l,15659
161033,67,F,w,10236
13600,51,F,um,71220
181132,25,F,l,4200
123029,19,M,lm,0
173890,24,F,l,12003
169663,22,F,l,60
141699,15,M,l,0
106639,41,M,lm,58000
107513,28,M,lm,57102
96522,73,F,lm,11110
102132,36,F,lm,16000
170092,45,M,l,9000
76914,40,F,um,35024
176716,66,F,l,9960
115912,54,M,lm,23792
9032,22,F,um,2000
125333,55,M,lm,44655
68084,56,M,um,45000
176582,32,M,l,10000
92830,19,M,lm,10900
78545,67,M,um,27617
150007,65,M,w,19478
96465,44,F,lm,0
68409,66,M,um,81804
184013,64,M,l,0
15859,64,M,um,114459
144172,33,F,lm,0
108343,69,F,lm,10891
14523,40,F,um,96009
107084,30,F,lm,57600
60535,29,M,um,8000
104164,48,M,lm,60000
129087,52,M,l,15500
22552,17,F,um,0
35733,24,M,lm,45000
39787,39,F,um,38433
161569,85,F,w,20998
172477,68,M,l,13259
70710,31,M,um,24000
114513,26,F,lm,20800
92364,21,F,lm,12000
37907,20,F,um,5000
38569,35,M,lm,44000
87408,49,M,lm,68000
99661,67,M,lm,55249
51101,18,M,um,24000
153565,50,F,w,26010
56174,29,F,lm,48010
51138,38,M,um,55019
149280,29,M,w,29120
58248,19,F,um,12000
110022,58,F,lm,55065
178237,27,F,l,8700
87047,16,M,lm,2000
171134,74,F,l,14459
76373,41,F,um,41438
135855,50,F,lm,27400
9700,46,F,um,5000
36163,74,F,um,103386
147444,26,F,lm,0
149185,53,F,l,10409
30344,30,F,um,52162
85117,62,M,um,75025
10200,16,F,um,0
101349,79,F,lm,33261
79472,43,F,lm,40003
115296,31,F,lm,0
99688,25,F,l,15000
25296,16,M,um,0
158065,85,M,w,17888
71055,23,M,w,17500
144382,48,M,lm,32000
32673,46,M,um,45088
57547,16,M,um,0
173816,46,F,l,3024
94995,17,F,lm,0
183240,71,F,l,56
160075,27,M,w,22000
151442,61,F,w,9660
72251,64,M,um,48000
152864,69,F,w,8544
122332,68,M,lm,12480
15511,80,M,um,40814
40670,49,F,um,125074
143821,17,F,lm,5000
29962,62,F,um,0
48905,46,F,um,56312
15171,46,M,um,193194
97137,35,M,lm,65027
155792,15,F,w,0
86297,24,F,lm,20000
99051,63,M,w,20509
14732,66,M,um,167799
109549,30,M,lm,0
20786,37,M,um,160020
31545,47,M,um,32654
130353,71,F,lm,9282
106390,25,F,lm,17025
178038,48,M,l,0
52317,55,M,um,80000
25530,53,F,um,23400
53739,57,F,um,37000
41809,15,M,um,0
106440,16,M,lm,0
129313,85,F,lm,9864
178175,20,F,l,0
128916,48,F,lm,42000
109915,44,M,lm,33150
89461,80,M,lm,35441
181804,53,F,l,2800
128950,21,F,lm,6000
114355,53,F,w,22000
64540,51,F,um,45000
12674,56,F,um,30017
81411,33,F,lm,43365
24839,42,M,um,15000
100727,30,M,lm,34110
94571,76,M,lm,42680
77848,17,M,um,0
173791,46,F,l,0
2350,23,M,u,0
53345,58,F,um,107300
63957,62,F,um,30016
750,41,M,u,516002
5100,31,M,um,117500
55527,39,M,um,50000
120355,56,F,lm,48010
44801,43,F,um,19190
91166,31,F,lm,35001
61461,85,F,um,40508
17054,39,M,lm,41530
120215,68,M,w,25259
167215,21,F,w,0
130851,70,M,lm,32849
43763,59,F,um,0
80758,25,M,um,15000
179686,57,M,l,6702
125775,23,F,lm,3000
74569,52,F,l,7500
41075,59,F,um,27005
87958,69,F,lm,13520
57871,22,M,um,8700
83155,33,M,um,33864
77600,25,F,w,10000
61216,69,M,um,89252
124578,37,F,lm,45001
103088,23,M,lm,60221
135670,36,M,lm,31015
47947,45,F,um,81438
137060,85,M,lm,19584
173550,80,F,l,12336
60072,55,F,um,100000
31871,17,M,um,5500
28589,38,F,l,1621
81486,50,M,lm,59294
62542,40,F,um,26000
26852,75,M,um,56059
31209,21,M,um,14200
13479,51,F,um,121000
168764,75,F,l,16000
30260,35,M,um,95000
122117,20,F,l,12480
3066,56,M,u,354746
149943,61,M,w,28800
92380,38,M,lm,52002
30989,18,M,um,0
76419,17,F,um,0
106802,45,F,lm,0
163161,55,F,w,20000
128257,80,F,lm,18242
62633,44,M,lm,48649
68085,54,F,um,8988
103715,24,F,w,18800
105847,25,F,lm,28605
77463,40,F,um,5350
67488,52,M,um,59024
148983,26,M,w,23000
7429,45,F,um,103032
126765,69,M,lm,24960
43741,16,F,um,5
167726,66,M,w,12023
171257,67,F,l,14400
79257,64,M,um,80043
28466,47,M,um,150000
72374,34,F,um,41016
144196,36,M,lm,32000
29669,55,F,um,19000
54277,43,F,um,31200
87551,51,M,w,27018
11674,60,M,um,150928
181815,73,F,l,2756
123882,62,M,lm,31200
10320,16,F,um,2072
3717,57,F,um,39000
55593,57,M,um,105000
99065,57,M,lm,13560
84222,49,F,um,18017
44097,56,F,um,30000
118000,17,F,lm,0
66291,28,F,um,48000
110435,29,F,lm,0
92754,33,F,lm,60000
58581,53,F,um,41002
145819,54,M,lm,31000
143738,55,M,lm,32252
61853,40,M,um,62000
126526,45,M,lm,21680
163933,49,F,w,19769
60155,32,F,um,50000
111749,28,F,lm,15001
92903,19,M,lm,9000
48003,62,F,um,14400
84729,71,M,um,49200
97583,23,M,lm,35000
168270,46,M,l,1350
153838,28,F,w,13000
155722,47,F,w,25000
118029,36,F,lm,18000
42843,52,M,um,96510
110770,29,F,lm,0
19331,45,M,um,162553
7043,37,M,um,165929
5922,54,M,um,250029
136813,53,M,lm,35000
129822,41,M,lm,4032
101237,66,F,lm,22875
76939,39,M,um,60050
40,20,M,u,8796
179804,42,M,l,6500
95037,21,F,lm,27274
88869,45,M,lm,32000
14572,58,M,um,46436
59622,42,F,um,14410
143787,60,M,lm,32189
137166,58,F,lm,0
12175,37,M,um,48060
107094,17,M,lm,0
57576,56,M,um,102288
44456,23,F,um,0
114029,73,F,lm,42055
107451,30,M,lm,32175
94576,25,M,lm,16775
180733,55,M,l,5000
133191,80,M,lm,32138
98286,64,F,lm,64394
105722,58,M,lm,36008
5294,20,M,um,0
29378,38,M,um,147452
129720,85,F,lm,12339
28788,49,F,um,58810
95630,25,F,lm,0
9056,15,F,um,4
115550,42,F,lm,2000
121902,16,M,lm,0
158039,50,M,w,23482
140601,66,M,lm,34679
3462,60,F,um,83650
10990,42,M,um,82036
154678,76,F,w,25291
110879,37,F,lm,54880
92798,52,M,lm,12976
169631,35,M,l,7000
124116,29,F,lm,10091
92109,56,F,lm,40903
42793,35,M,um,121675
135737,52,M,lm,25000
94864,53,M,lm,39000
53085,46,F,um,17008
13289,24,F,l,13000
86565,85,F,lm,14031
134139,31,M,lm,38600
174844,66,M,l,0
141083,24,F,lm,4200
117807,30,M,lm,50000
7904,54,M,um,200007
13850,20,F,um,300
29243,54,M,um,75010
2705,61,F,u,150180
131060,68,F,lm,9562
11760,38,M,um,200000
81270,18,M,um,0
25811,39,M,um,45084
54965,74,F,um,105428
153315,60,M,w,26240
105516,54,M,lm,60000
156564,56,M,w,11676
45474,28,M,um,75533
118119,57,M,lm,25000
73969,47,M,um,40003
117323,20,F,l,10000
110849,37,F,lm,32000
21470,45,M,um,92006
36573,31,M,um,49500
51001,32,F,um,35002
171122,51,F,l,5400
168648,30,M,w,16010
139376,35,M,lm,35002
157813,39,M,w,23704
137341,70,M,lm,18480
48074,64,F,um,114274
82581,25,F,um,5880
168115,80,F,w,16539
48131,47,F,um,3469
177325,39,M,l,9360
132538,52,M,lm,10896
6641,42,F,um,165226
149759,64,M,w,16828
1146,39,M,u,161556
42671,51,F,um,20000
171816,15,F,l,0
118832,27,F,l,9100
80859,44,F,um,36000
122467,25,F,w,400
21979,64,F,um,25453
143579,80,F,lm,9610
156536,28,M,w,18000
96728,76,M,lm,31949
65125,32,F,um,7
5660,41,F,um,100
118589,49,M,lm,24254
2895,66,F,u,65159
177120,48,F,l,0
59132,54,M,um,45000
76259,79,F,um,0
15857,41,M,um,110044
30612,36,F,um,70000
102073,62,M,lm,21004
78333,27,M,um,5732
102883,38,M,lm,25400
20332,49,M,um,141094
28127,49,M,um,85098
174957,19,M,l,2400
24013,26,F,lm,45000
2696,55,F,u,75657
81954,37,M,um,78000
3591,48,M,um,298518
164201,20,M,w,1300
135655,67,M,lm,14508
76510,70,M,um,600
150685,75,M,w,25259
120907,63,F,lm,32451
122929,62,F,lm,11000
15778,80,M,um,109336
185238,18,F,l,0
117374,45,M,lm,50002
49400,61,M,um,19726
135931,20,M,lm,0
96504,40,F,lm,0
4303,39,F,um,1335
50581,50,M,um,110821
99119,60,F,lm,43659
96823,30,M,lm,20020
69138,26,F,um,40005
117413,39,M,lm,24000
13858,51,M,um,80046
114456,36,F,lm,22000
1364,29,M,u,500000
60673,43,F,um,15000
71169,57,M,um,88014
50510,52,F,um,19283
140374,69,M,w,10702
167767,62,M,w,0
11178,63,M,um,150500
68189,53,F,um,0
12280,69,M,um,195236
31463,42,M,um,92100
182851,25,M,l,500
184501,22,F,l,0
29548,37,F,um,40002
148855,71,M,w,29577
156523,63,F,w,24500
12644,25,M,lm,50000
64342,58,M,um,10000
29783,52,F,um,76049
27316,21,M,um,8320
37255,42,M,um,100010
147832,31,F,w,0
19885,18,M,um,900
75535,35,F,um,162
19186,28,F,um,85003
52862,58,M,um,108020
23582,44,F,um,71651
111593,68,F,lm,10049
65229,44,F,um,28194
155641,29,F,w,10000
66787,64,M,um,52000
148170,17,M,w,0
94319,37,F,lm,56003
18576,46,M,um,68308
82050,64,M,um,44411
20151,63,F,um,90515
14603,73,M,um,177805
104154,53,M,lm,20000
73417,36,M,um,46835
47292,70,M,um,77111
18930,20,F,um,14000
72644,33,F,um,25531
100230,49,F,lm,29640
131287,38,M,lm,40020
87178,67,F,lm,8276
108231,19,M,lm,26000
46025,15,F,um,0
121989,50,M,lm,38000
125996,60,F,lm,15211
64740,18,F,um,800
53628,45,F,um,49005
79143,37,F,um,0
5620,50,F,um,130370
163881,52,F,w,19801
179361,17,F,l,0
83414,60,M,um,38061
111352,15,M,lm,0
93222,32,F,lm,7000
138525,85,F,lm,35663
169068,73,F,l,15768
154325,34,F,w,25601
113468,85,F,lm,15264
129300,19,M,lm,0
13863,18,M,um,43
169085,21,M,l,15750
81860,48,F,um,8005
41323,67,M,um,74056
29147,38,F,um,55052
100066,19,M,lm,0
57667,37,M,um,0
163444,56,M,w,20000
5495,50,M,um,130215
181444,28,M,l,200
19214,33,M,um,116000
122955,44,F,lm,46011
152050,38,M,w,7100
7341,45,M,um,254600
126276,85,M,lm,35203
70474,50,F,um,84926
18622,57,F,um,147832
181059,34,M,l,4451
21024,39,M,um,40001
